DateTime,TemperatureF,Humidity,Hour_y,Minute_y,Day_y,Weekend,Holiday,TotalUsage
03-06-2016 22:00,71.6,92,22,1320,6,0,0,36.41613333
03-06-2016 23:00,70.7,94,23,1380,6,0,0,32.07723333
04-06-2016 00:00,67.6,94,0,0,7,1,0,24.6902
04-06-2016 01:00,67.8,96,1,60,7,1,0,18.76758333
04-06-2016 02:00,68.2,97,2,120,7,1,0,17.32631667
04-06-2016 03:00,68.4,97,3,180,7,1,0,13.83675
04-06-2016 04:00,68.7,97,4,240,7,1,0,13.9912
04-06-2016 05:00,68.7,97,5,300,7,1,0,13.15485
04-06-2016 06:00,69.3,97,6,360,7,1,0,12.56573333
04-06-2016 07:00,69.6,96,7,420,7,1,0,15.55863333
04-06-2016 08:00,70.3,96,8,480,7,1,0,16.80985
04-06-2016 09:00,71.2,93,9,540,7,1,0,18.84506667
04-06-2016 10:00,72.9,88,10,600,7,1,0,21.0451
04-06-2016 11:00,73.6,84,11,660,7,1,0,26.53168333
04-06-2016 12:00,75.4,75,12,720,7,1,0,30.8462
04-06-2016 13:00,79,63,13,780,7,1,0,28.5969
04-06-2016 14:00,79.3,70,14,840,7,1,0,23.3023
04-06-2016 15:00,82.8,57,15,900,7,1,0,27.70905
04-06-2016 16:00,84,51,16,960,7,1,0,36.4215
04-06-2016 17:00,84.4,52,17,1020,7,1,0,36.43065
04-06-2016 18:00,77.2,83,18,1080,7,1,0,37.00855
04-06-2016 19:00,80.4,64,19,1140,7,1,0,32.25903333
04-06-2016 20:00,80.6,63,20,1200,7,1,0,34.51025
04-06-2016 21:00,74.1,94,21,1260,7,1,0,40.8634
04-06-2016 22:00,73.9,92,22,1320,7,1,0,37.12661667
04-06-2016 23:00,73.4,90,23,1380,7,1,0,30.90775
05-06-2016 00:00,72.5,93,0,0,1,1,0,23.67798333
05-06-2016 01:00,72.7,91,1,60,1,1,0,18.51343333
05-06-2016 02:00,71.6,94,2,120,1,1,0,18.53685
05-06-2016 03:00,71.2,94,3,180,1,1,0,16.6942
05-06-2016 04:00,70.5,94,4,240,1,1,0,17.43353333
05-06-2016 05:00,69.8,94,5,300,1,1,0,11.70911667
05-06-2016 06:00,69.3,95,6,360,1,1,0,10.90673333
05-06-2016 07:00,68.7,94,7,420,1,1,0,16.03146667
05-06-2016 08:00,70,88,8,480,1,1,0,17.16166667
05-06-2016 09:00,72.1,79,9,540,1,1,0,21.41741667
05-06-2016 10:00,75.7,70,10,600,1,1,0,27.15615
05-06-2016 11:00,79.5,59,11,660,1,1,0,33.97366667
05-06-2016 12:00,82.6,43,12,720,1,1,0,36.84743333
05-06-2016 13:00,84,36,13,780,1,1,0,40.83973333
05-06-2016 14:00,84.9,34,14,840,1,1,0,39.94058333
05-06-2016 15:00,85.8,34,15,900,1,1,0,38.44158333
05-06-2016 16:00,86,33,16,960,1,1,0,44.67681667
05-06-2016 17:00,87.1,26,17,1020,1,1,0,48.94615
05-06-2016 18:00,86.5,30,18,1080,1,1,0,43.43366667
05-06-2016 19:00,85.8,32,19,1140,1,1,0,41.18535
05-06-2016 20:00,85.6,31,20,1200,1,1,0,40.36005
05-06-2016 21:00,84.6,31,21,1260,1,1,0,44.50205
05-06-2016 22:00,82.9,34,22,1320,1,1,0,40.21721667
05-06-2016 23:00,77.4,51,23,1380,1,1,0,34.27988333
06-06-2016 00:00,75.2,56,0,0,2,0,0,26.44091667
06-06-2016 01:00,73,61,1,60,2,0,0,21.1578
06-06-2016 02:00,71.6,63,2,120,2,0,0,17.48751667
06-06-2016 03:00,70.9,66,3,180,2,0,0,16.62483333
06-06-2016 04:00,70,67,4,240,2,0,0,17.45656667
06-06-2016 05:00,69.3,70,5,300,2,0,0,21.0141
06-06-2016 06:00,68.9,70,6,360,2,0,0,15.01393333
06-06-2016 07:00,69.6,68,7,420,2,0,0,15.37965
06-06-2016 08:00,69.8,67,8,480,2,0,0,15.2737
06-06-2016 09:00,73.9,61,9,540,2,0,0,17.50086667
06-06-2016 10:00,77.9,50,10,600,2,0,0,20.79516667
06-06-2016 11:00,82,40,11,660,2,0,0,23.7397
06-06-2016 12:00,83.7,34,12,720,2,0,0,27.86575
06-06-2016 13:00,85.5,33,13,780,2,0,0,27.59328333
06-06-2016 14:00,86.2,33,14,840,2,0,0,26.04396667
06-06-2016 15:00,87.1,32,15,900,2,0,0,34.41175
06-06-2016 16:00,87.8,31,16,960,2,0,0,40.23795
06-06-2016 17:00,88.2,30,17,1020,2,0,0,47.30048333
06-06-2016 18:00,88,32,18,1080,2,0,0,47.04306667
06-06-2016 19:00,88.5,31,19,1140,2,0,0,51.8916
06-06-2016 20:00,87.4,35,20,1200,2,0,0,48.67691667
06-06-2016 21:00,85.8,41,21,1260,2,0,0,48.41383333
06-06-2016 22:00,84.7,42,22,1320,2,0,0,45.27213333
06-06-2016 23:00,83.5,45,23,1380,2,0,0,31.85723333
07-06-2016 00:00,77.9,66,0,0,3,0,0,28.11665
07-06-2016 01:00,75.2,65,1,60,3,0,0,27.14821667
07-06-2016 02:00,74.3,72,2,120,3,0,0,23.01968333
07-06-2016 03:00,72.7,71,3,180,3,0,0,17.0282
07-06-2016 04:00,72,74,4,240,3,0,0,18.89695
07-06-2016 05:00,71.1,80,5,300,3,0,0,14.97833333
07-06-2016 06:00,70.3,83,6,360,3,0,0,19.4453
07-06-2016 07:00,69.6,86,7,420,3,0,0,14.46875
07-06-2016 08:00,70.5,80,8,480,3,0,0,16.50291667
07-06-2016 09:00,74.5,71,9,540,3,0,0,19.85316667
07-06-2016 10:00,78.4,63,10,600,3,0,0,25.32966667
07-06-2016 11:00,83.1,52,11,660,3,0,0,32.07656667
07-06-2016 12:00,85.1,51,12,720,3,0,0,36.06195
07-06-2016 13:00,85.8,46,13,780,3,0,0,35.5483
07-06-2016 14:00,87.3,42,14,840,3,0,0,38.2466
07-06-2016 15:00,88,38,15,900,3,0,0,44.45703333
07-06-2016 16:00,89.2,35,16,960,3,0,0,44.75001667
07-06-2016 17:00,89.6,38,17,1020,3,0,0,54.24906667
07-06-2016 18:00,89.8,36,18,1080,3,0,0,58.18385
07-06-2016 19:00,89.2,36,19,1140,3,0,0,50.42081667
07-06-2016 20:00,88.5,38,20,1200,3,0,0,48.73811667
07-06-2016 21:00,87.1,50,21,1260,3,0,0,56.48695
07-06-2016 22:00,85.8,55,22,1320,3,0,0,43.63026667
07-06-2016 23:00,83.8,59,23,1380,3,0,0,36.68421667
08-06-2016 00:00,81.3,70,0,0,4,0,0,31.00871667
08-06-2016 01:00,79.5,76,1,60,4,0,0,26.99895
08-06-2016 02:00,77.2,81,2,120,4,0,0,25.08365
08-06-2016 03:00,75.7,86,3,180,4,0,0,22.47716667
08-06-2016 04:00,75.2,91,4,240,4,0,0,20.67075
08-06-2016 05:00,75.4,90,5,300,4,0,0,17.29028333
08-06-2016 06:00,73.6,92,6,360,4,0,0,15.97303333
08-06-2016 07:00,72.5,91,7,420,4,0,0,18.7245
08-06-2016 08:00,73.8,87,8,480,4,0,0,17.9853
08-06-2016 09:00,77.9,71,9,540,4,0,0,26.66196667
08-06-2016 10:00,84,61,10,600,4,0,0,32.17986667
08-06-2016 11:00,84.6,54,11,660,4,0,0,35.5033
08-06-2016 12:00,86.2,53,12,720,4,0,0,47.3025
08-06-2016 13:00,87.8,50,13,780,4,0,0,43.66076667
08-06-2016 14:00,88,50,14,840,4,0,0,42.74565
08-06-2016 15:00,89.2,42,15,900,4,0,0,44.8382
08-06-2016 16:00,89.4,39,16,960,4,0,0,49.10751667
08-06-2016 17:00,92.1,36,17,1020,4,0,0,55.14935
08-06-2016 18:00,90.5,41,18,1080,4,0,0,61.64528333
08-06-2016 19:00,90,47,19,1140,4,0,0,56.63701667
08-06-2016 20:00,88,62,20,1200,4,0,0,55.31165
08-06-2016 21:00,82.8,69,21,1260,4,0,0,49.03848333
08-06-2016 22:00,81.5,65,22,1320,4,0,0,45.552
08-06-2016 23:00,82.2,59,23,1380,4,0,0,41.34315
09-06-2016 00:00,80.4,68,0,0,5,0,0,31.8369
09-06-2016 01:00,78.8,74,1,60,5,0,0,26.03403333
09-06-2016 02:00,77.5,76,2,120,5,0,0,19.20871667
09-06-2016 03:00,77.2,78,3,180,5,0,0,18.42336667
09-06-2016 04:00,75.6,84,4,240,5,0,0,15.65618333
09-06-2016 05:00,74.3,90,5,300,5,0,0,16.24503333
09-06-2016 06:00,73.8,92,6,360,5,0,0,14.02673333
09-06-2016 07:00,73.2,91,7,420,5,0,0,15.49183333
09-06-2016 08:00,73.8,88,8,480,5,0,0,18.87205
09-06-2016 09:00,78.6,75,9,540,5,0,0,20.90985
09-06-2016 10:00,82.4,57,10,600,5,0,0,30.16856667
09-06-2016 11:00,85.8,55,11,660,5,0,0,32.9884
09-06-2016 12:00,86.4,55,12,720,5,0,0,34.31541667
09-06-2016 13:00,86.5,54,13,780,5,0,0,39.46565
09-06-2016 14:00,88.5,49,14,840,5,0,0,46.05541667
09-06-2016 15:00,88.9,49,15,900,5,0,0,44.61381667
09-06-2016 16:00,90.7,47,16,960,5,0,0,50.8398
09-06-2016 17:00,90,43,17,1020,5,0,0,54.11855
09-06-2016 18:00,90.1,54,18,1080,5,0,0,54.46388333
09-06-2016 19:00,82.4,62,19,1140,5,0,0,49.68361667
09-06-2016 20:00,83.5,58,20,1200,5,0,0,47.22755
09-06-2016 21:00,83.3,61,21,1260,5,0,0,55.31843333
09-06-2016 22:00,81,71,22,1320,5,0,0,47.58808333
09-06-2016 23:00,79.2,75,23,1380,5,0,0,32.44215
10-06-2016 00:00,77.4,77,0,0,6,0,0,25.99321667
10-06-2016 01:00,75.7,81,1,60,6,0,0,21.96946667
10-06-2016 02:00,76.1,81,2,120,6,0,0,18.43606667
10-06-2016 03:00,74.5,88,3,180,6,0,0,15.34826667
10-06-2016 04:00,74.3,89,4,240,6,0,0,17.07273333
10-06-2016 05:00,73.6,92,5,300,6,0,0,14.11145
10-06-2016 06:00,72.5,92,6,360,6,0,0,12.0241
10-06-2016 07:00,73,93,7,420,6,0,0,14.18726667
10-06-2016 08:00,72.3,89,8,480,6,0,0,13.6244
10-06-2016 09:00,77.5,77,9,540,6,0,0,17.45271667
10-06-2016 10:00,79.5,72,10,600,6,0,0,23.26856667
10-06-2016 11:00,82,62,11,660,6,0,0,29.64876667
10-06-2016 12:00,83.5,54,12,720,6,0,0,30.87323333
10-06-2016 13:00,84.9,54,13,780,6,0,0,36.1799
10-06-2016 14:00,87.1,51,14,840,6,0,0,43.1897
10-06-2016 15:00,88.9,46,15,900,6,0,0,45.9851
10-06-2016 16:00,90.1,48,16,960,6,0,0,46.79985
10-06-2016 17:00,90.3,46,17,1020,6,0,0,51.1167
10-06-2016 18:00,91.2,43,18,1080,6,0,0,54.82276667
10-06-2016 19:00,91,46,19,1140,6,0,0,54.08156667
10-06-2016 20:00,89.2,49,20,1200,6,0,0,50.8767
10-06-2016 21:00,88.2,52,21,1260,6,0,0,46.13346667
10-06-2016 22:00,88.2,57,22,1320,6,0,0,44.34968333
10-06-2016 23:00,86.4,61,23,1380,6,0,0,38.50076667
11-06-2016 00:00,84.4,70,0,0,7,1,0,34.7084
11-06-2016 01:00,82.4,78,1,60,7,1,0,30.63645
11-06-2016 02:00,81.7,81,2,120,7,1,0,25.35021667
11-06-2016 03:00,79.5,88,3,180,7,1,0,23.2305
11-06-2016 04:00,78.1,89,4,240,7,1,0,24.19841667
11-06-2016 05:00,77.5,90,5,300,7,1,0,20.40345
11-06-2016 06:00,77.9,90,6,360,7,1,0,17.30473333
11-06-2016 07:00,77.2,90,7,420,7,1,0,19.3631
11-06-2016 08:00,77.4,90,8,480,7,1,0,19.59268333
11-06-2016 09:00,79.9,84,9,540,7,1,0,22.94546667
11-06-2016 10:00,80.8,81,10,600,7,1,0,26.2351
11-06-2016 11:00,83.3,62,11,660,7,1,0,29.85221667
11-06-2016 12:00,85.1,60,12,720,7,1,0,36.35255
11-06-2016 13:00,87.8,54,13,780,7,1,0,42.37618333
11-06-2016 14:00,89.2,49,14,840,7,1,0,54.07695
11-06-2016 15:00,88.9,48,15,900,7,1,0,56.6899
11-06-2016 16:00,90.1,48,16,960,7,1,0,61.00953333
11-06-2016 17:00,91.4,48,17,1020,7,1,0,64.71581667
11-06-2016 18:00,91.6,50,18,1080,7,1,0,61.17513333
11-06-2016 19:00,91.2,49,19,1140,7,1,0,54.36551667
11-06-2016 20:00,89.6,54,20,1200,7,1,0,53.34065
11-06-2016 21:00,88.5,55,21,1260,7,1,0,50.48955
11-06-2016 22:00,87.4,61,22,1320,7,1,0,47.59241667
11-06-2016 23:00,86,68,23,1380,7,1,0,41.65768333
12-06-2016 00:00,83.8,79,0,0,1,1,0,36.20578333
12-06-2016 01:00,82.6,86,1,60,1,1,0,34.22018333
12-06-2016 02:00,82.2,85,2,120,1,1,0,30.81751667
12-06-2016 03:00,81.7,85,3,180,1,1,0,26.73681667
12-06-2016 04:00,81.5,86,4,240,1,1,0,26.37976667
12-06-2016 05:00,80.8,88,5,300,1,1,0,22.17801667
12-06-2016 06:00,80.6,88,6,360,1,1,0,19.66271667
12-06-2016 07:00,80.1,90,7,420,1,1,0,22.99961667
12-06-2016 08:00,78.3,92,8,480,1,1,0,21.86935
12-06-2016 09:00,81,86,9,540,1,1,0,25.46965
12-06-2016 10:00,82.8,75,10,600,1,1,0,32.05138333
12-06-2016 11:00,84.4,67,11,660,1,1,0,40.47358333
12-06-2016 12:00,87.1,56,12,720,1,1,0,44.0611
12-06-2016 13:00,88.9,51,13,780,1,1,0,49.58691667
12-06-2016 14:00,90.9,52,14,840,1,1,0,62.2998
12-06-2016 15:00,90.7,52,15,900,1,1,0,61.25838333
12-06-2016 16:00,92.1,46,16,960,1,1,0,59.12075
12-06-2016 17:00,92.1,46,17,1020,1,1,0,62.16783333
12-06-2016 18:00,92.5,47,18,1080,1,1,0,61.10261667
12-06-2016 19:00,92.5,53,19,1140,1,1,0,64.93373333
12-06-2016 20:00,88.3,67,20,1200,1,1,0,59.50686667
12-06-2016 21:00,87.1,72,21,1260,1,1,0,52.45921667
12-06-2016 22:00,86.4,73,22,1320,1,1,0,51.01983333
12-06-2016 23:00,84.9,78,23,1380,1,1,0,43.9261
13-06-2016 00:00,83.1,82,0,0,2,0,0,39.41173333
13-06-2016 01:00,82.4,85,1,60,2,0,0,33.68651667
13-06-2016 02:00,81.9,86,2,120,2,0,0,32.35496667
13-06-2016 03:00,81.9,85,3,180,2,0,0,28.30751667
13-06-2016 04:00,81.5,85,4,240,2,0,0,26.7459
13-06-2016 05:00,80.8,86,5,300,2,0,0,22.63811667
13-06-2016 06:00,80.4,88,6,360,2,0,0,21.25011667
13-06-2016 07:00,80.1,88,7,420,2,0,0,24.38613333
13-06-2016 08:00,77.9,86,8,480,2,0,0,17.96328333
13-06-2016 09:00,80.4,81,9,540,2,0,0,26.10495
13-06-2016 10:00,82.8,68,10,600,2,0,0,24.80461667
13-06-2016 11:00,84.7,60,11,660,2,0,0,33.42045
13-06-2016 12:00,86.4,57,12,720,2,0,0,36.38836667
13-06-2016 13:00,87.8,58,13,780,2,0,0,37.74213333
13-06-2016 14:00,89.1,52,14,840,2,0,0,42.92105
13-06-2016 15:00,90.3,51,15,900,2,0,0,52.13278333
13-06-2016 16:00,91.6,49,16,960,2,0,0,54.46993333
13-06-2016 17:00,92.7,46,17,1020,2,0,0,57.84958333
13-06-2016 18:00,93.6,48,18,1080,2,0,0,67.2464
13-06-2016 19:00,92.5,52,19,1140,2,0,0,59.28546667
13-06-2016 20:00,90.9,53,20,1200,2,0,0,58.95423333
13-06-2016 21:00,90.3,56,21,1260,2,0,0,62.18328333
13-06-2016 22:00,88.2,63,22,1320,2,0,0,54.00871667
13-06-2016 23:00,86.5,69,23,1380,2,0,0,43.43786667
14-06-2016 00:00,84.6,74,0,0,3,0,0,39.0695
14-06-2016 01:00,82.8,83,1,60,3,0,0,35.3351
14-06-2016 02:00,81.7,81,2,120,3,0,0,34.23071667
14-06-2016 03:00,81.5,81,3,180,3,0,0,30.99528333
14-06-2016 04:00,81.7,82,4,240,3,0,0,26.80893333
14-06-2016 05:00,81.3,81,5,300,3,0,0,22.06785
14-06-2016 06:00,81.5,80,6,360,3,0,0,19.0985
14-06-2016 07:00,80.4,82,7,420,3,0,0,20.86536667
14-06-2016 08:00,81,79,8,480,3,0,0,22.22178333
14-06-2016 09:00,81,75,9,540,3,0,0,27.89948333
14-06-2016 10:00,82.2,68,10,600,3,0,0,28.27111667
14-06-2016 11:00,83.8,66,11,660,3,0,0,32.38265
14-06-2016 12:00,85.1,65,12,720,3,0,0,35.42315
14-06-2016 13:00,85.8,65,13,780,3,0,0,38.84568333
14-06-2016 14:00,87.3,61,14,840,3,0,0,41.25956667
14-06-2016 15:00,89.6,53,15,900,3,0,0,46.79121667
14-06-2016 16:00,91.2,50,16,960,3,0,0,56.6018
14-06-2016 17:00,92.3,48,17,1020,3,0,0,63.94013333
14-06-2016 18:00,92.5,52,18,1080,3,0,0,70.64376667
14-06-2016 19:00,93,51,19,1140,3,0,0,61.55541667
14-06-2016 20:00,91.6,52,20,1200,3,0,0,57.31925
14-06-2016 21:00,89.6,60,21,1260,3,0,0,53.98231667
14-06-2016 22:00,87.4,69,22,1320,3,0,0,49.72488333
14-06-2016 23:00,85.5,72,23,1380,3,0,0,42.0332
15-06-2016 00:00,82.9,78,0,0,4,0,0,35.1046
15-06-2016 01:00,81.5,80,1,60,4,0,0,33.79273333
15-06-2016 02:00,80.2,86,2,120,4,0,0,31.34715
15-06-2016 03:00,80.8,84,3,180,4,0,0,25.72511667
15-06-2016 04:00,80.8,82,4,240,4,0,0,25.76115
15-06-2016 05:00,81.1,81,5,300,4,0,0,20.76345
15-06-2016 06:00,79.9,78,6,360,4,0,0,16.85768333
15-06-2016 07:00,79.9,81,7,420,4,0,0,19.8829
15-06-2016 08:00,81.1,82,8,480,4,0,0,22.18115
15-06-2016 09:00,81.7,77,9,540,4,0,0,27.08978333
15-06-2016 10:00,82.9,69,10,600,4,0,0,30.39646667
15-06-2016 11:00,85.6,59,11,660,4,0,0,37.52546667
15-06-2016 12:00,87.8,50,12,720,4,0,0,40.70266667
15-06-2016 13:00,90.7,45,13,780,4,0,0,41.07443333
15-06-2016 14:00,91.9,43,14,840,4,0,0,42.14536667
15-06-2016 15:00,92.5,43,15,900,4,0,0,49.1809
15-06-2016 16:00,94.3,40,16,960,4,0,0,58.58715
15-06-2016 17:00,95.4,36,17,1020,4,0,0,61.24706667
15-06-2016 18:00,95.2,38,18,1080,4,0,0,67.33563333
15-06-2016 19:00,95.2,41,19,1140,4,0,0,62.19485
15-06-2016 20:00,92.1,48,20,1200,4,0,0,56.25676667
15-06-2016 21:00,90.1,51,21,1260,4,0,0,54.07203333
15-06-2016 22:00,88,60,22,1320,4,0,0,53.09976667
15-06-2016 23:00,84.9,71,23,1380,4,0,0,46.6517
16-06-2016 00:00,83.3,76,0,0,5,0,0,40.98545
16-06-2016 01:00,82,81,1,60,5,0,0,31.59341667
16-06-2016 02:00,81,85,2,120,5,0,0,25.62795
16-06-2016 03:00,79.3,89,3,180,5,0,0,22.51683333
16-06-2016 04:00,79,89,4,240,5,0,0,21.11713333
16-06-2016 05:00,77.2,90,5,300,5,0,0,18.44928333
16-06-2016 06:00,77.4,90,6,360,5,0,0,15.73966667
16-06-2016 07:00,77.2,89,7,420,5,0,0,18.7882
16-06-2016 08:00,77.2,89,8,480,5,0,0,19.08188333
16-06-2016 09:00,78.8,82,9,540,5,0,0,21.83785
16-06-2016 10:00,81.3,70,10,600,5,0,0,27.21941667
16-06-2016 11:00,84.4,62,11,660,5,0,0,32.32095
16-06-2016 12:00,87.3,52,12,720,5,0,0,35.60061667
16-06-2016 13:00,88.9,48,13,780,5,0,0,37.8606
16-06-2016 14:00,91,43,14,840,5,0,0,44.70265
16-06-2016 15:00,92.3,45,15,900,5,0,0,54.25686667
16-06-2016 16:00,93.7,40,16,960,5,0,0,53.42321667
16-06-2016 17:00,94.3,42,17,1020,5,0,0,56.01713333
16-06-2016 18:00,94.3,42,18,1080,5,0,0,71.31101667
16-06-2016 19:00,94.6,44,19,1140,5,0,0,65.85608333
16-06-2016 20:00,91.8,50,20,1200,5,0,0,57.1386
16-06-2016 21:00,90.1,55,21,1260,5,0,0,62.81691667
16-06-2016 22:00,88.2,54,22,1320,5,0,0,59.38473333
16-06-2016 23:00,86.4,61,23,1380,5,0,0,50.40328333
17-06-2016 00:00,84.2,70,0,0,6,0,0,40.8173
17-06-2016 01:00,82,78,1,60,6,0,0,31.78863333
17-06-2016 02:00,81,84,2,120,6,0,0,28.29176667
17-06-2016 03:00,80.4,86,3,180,6,0,0,23.61253333
17-06-2016 04:00,79.7,87,4,240,6,0,0,27.67511667
17-06-2016 05:00,78.4,86,5,300,6,0,0,29.33838333
17-06-2016 06:00,77.4,89,6,360,6,0,0,21.87375
17-06-2016 07:00,77.5,86,7,420,6,0,0,22.4589
17-06-2016 08:00,77.5,85,8,480,6,0,0,23.10025
17-06-2016 09:00,79.7,76,9,540,6,0,0,30.19686667
17-06-2016 10:00,81.7,72,10,600,6,0,0,33.60385
17-06-2016 11:00,83.8,62,11,660,6,0,0,39.64731667
17-06-2016 12:00,86.5,56,12,720,6,0,0,47.32205
17-06-2016 13:00,88.2,51,13,780,6,0,0,43.58855
17-06-2016 14:00,90.3,45,14,840,6,0,0,50.05786667
17-06-2016 15:00,93.4,43,15,900,6,0,0,55.55316667
17-06-2016 16:00,94.3,36,16,960,6,0,0,59.13243333
17-06-2016 17:00,95.5,32,17,1020,6,0,0,66.51496667
17-06-2016 18:00,95.7,38,18,1080,6,0,0,69.2534
17-06-2016 19:00,95,38,19,1140,6,0,0,68.74215
17-06-2016 20:00,92.8,45,20,1200,6,0,0,63.07903333
17-06-2016 21:00,91.2,50,21,1260,6,0,0,58.77728333
17-06-2016 22:00,90.7,52,22,1320,6,0,0,51.60841667
17-06-2016 23:00,90,53,23,1380,6,0,0,45.06061667
18-06-2016 00:00,86.7,71,0,0,7,1,0,37.92411667
18-06-2016 01:00,83.8,79,1,60,7,1,0,33.67928333
18-06-2016 02:00,82,82,2,120,7,1,0,28.63165
18-06-2016 03:00,81.1,83,3,180,7,1,0,24.80541667
18-06-2016 04:00,79.9,87,4,240,7,1,0,22.95176667
18-06-2016 05:00,79.2,89,5,300,7,1,0,21.0132
18-06-2016 06:00,77.4,90,6,360,7,1,0,18.49935
18-06-2016 07:00,78.8,81,7,420,7,1,0,20.65155
18-06-2016 08:00,81,76,8,480,7,1,0,21.4272
18-06-2016 09:00,81.7,73,9,540,7,1,0,23.38481667
18-06-2016 10:00,82.9,69,10,600,7,1,0,26.19475
18-06-2016 11:00,84.2,62,11,660,7,1,0,32.54993333
18-06-2016 12:00,86.7,57,12,720,7,1,0,44.25225
18-06-2016 13:00,89.4,49,13,780,7,1,0,47.21455
18-06-2016 14:00,92.3,47,14,840,7,1,0,49.48548333
18-06-2016 15:00,93,42,15,900,7,1,0,55.01823333
18-06-2016 16:00,94.8,41,16,960,7,1,0,66.7755
18-06-2016 17:00,94.1,41,17,1020,7,1,0,64.38476667
18-06-2016 18:00,93.9,48,18,1080,7,1,0,58.37053333
18-06-2016 19:00,93.6,46,19,1140,7,1,0,56.88186667
18-06-2016 20:00,92.7,43,20,1200,7,1,0,56.87118333
18-06-2016 21:00,90.9,50,21,1260,7,1,0,55.95456667
18-06-2016 22:00,90.1,54,22,1320,7,1,0,47.50121667
18-06-2016 23:00,88.5,59,23,1380,7,1,0,47.11135
19-06-2016 00:00,87.6,61,0,0,1,1,0,40.86005
19-06-2016 01:00,86.7,62,1,60,1,1,0,32.2533
19-06-2016 02:00,85.8,65,2,120,1,1,0,28.7249
19-06-2016 03:00,82.9,71,3,180,1,1,0,27.048
19-06-2016 04:00,82.2,74,4,240,1,1,0,22.20063333
19-06-2016 05:00,81.1,78,5,300,1,1,0,23.33813333
19-06-2016 06:00,80.4,81,6,360,1,1,0,21.57066667
19-06-2016 07:00,80.4,86,7,420,1,1,0,22.09871667
19-06-2016 08:00,80.4,84,8,480,1,1,0,21.92355
19-06-2016 09:00,80.6,82,9,540,1,1,0,24.88658333
19-06-2016 10:00,81.9,77,10,600,1,1,0,31.6551
19-06-2016 11:00,84.4,56,11,660,1,1,0,35.44836667
19-06-2016 12:00,87.6,50,12,720,1,1,0,46.34656667
19-06-2016 13:00,89.1,50,13,780,1,1,0,44.96726667
19-06-2016 14:00,90.5,43,14,840,1,1,0,44.78805
19-06-2016 15:00,90.9,43,15,900,1,1,0,54.01221667
19-06-2016 16:00,91,41,16,960,1,1,0,59.28173333
19-06-2016 17:00,90.5,51,17,1020,1,1,0,63.10831667
19-06-2016 18:00,90.7,46,18,1080,1,1,0,63.64235
19-06-2016 19:00,90.7,48,19,1140,1,1,0,61.18816667
19-06-2016 20:00,88.9,46,20,1200,1,1,0,56.65608333
19-06-2016 21:00,87.3,55,21,1260,1,1,0,55.28626667
19-06-2016 22:00,86.9,55,22,1320,1,1,0,52.55278333
19-06-2016 23:00,84.9,63,23,1380,1,1,0,41.32881667
20-06-2016 00:00,83.8,66,0,0,2,0,0,34.89818333
20-06-2016 01:00,83.3,67,1,60,2,0,0,31.40748333
20-06-2016 02:00,81.7,70,2,120,2,0,0,28.93868333
20-06-2016 03:00,80.4,74,3,180,2,0,0,25.8275
20-06-2016 04:00,79.2,76,4,240,2,0,0,22.07996667
20-06-2016 05:00,78.6,80,5,300,2,0,0,19.11675
20-06-2016 06:00,77.2,82,6,360,2,0,0,16.0272
20-06-2016 07:00,77,84,7,420,2,0,0,16.3039
20-06-2016 08:00,78.1,82,8,480,2,0,0,20.16658333
20-06-2016 09:00,81.5,75,9,540,2,0,0,20.40338333
20-06-2016 10:00,82.4,69,10,600,2,0,0,25.25298333
20-06-2016 11:00,84,58,11,660,2,0,0,36.99535
20-06-2016 12:00,85.8,53,12,720,2,0,0,38.33128333
20-06-2016 13:00,89.1,49,13,780,2,0,0,46.71151667
20-06-2016 14:00,90.9,41,14,840,2,0,0,47.77336667
20-06-2016 15:00,92.1,39,15,900,2,0,0,48.1497
20-06-2016 16:00,94.8,35,16,960,2,0,0,55.43441667
20-06-2016 17:00,95,32,17,1020,2,0,0,58.325
20-06-2016 18:00,94.8,33,18,1080,2,0,0,66.2338
20-06-2016 19:00,94.1,39,19,1140,2,0,0,61.42148333
20-06-2016 20:00,90.1,49,20,1200,2,0,0,65.13635
20-06-2016 21:00,89.1,53,21,1260,2,0,0,61.7399
20-06-2016 22:00,88.2,52,22,1320,2,0,0,53.49381667
20-06-2016 23:00,86.2,61,23,1380,2,0,0,44.93106667
21-06-2016 00:00,85.3,62,0,0,3,0,0,37.18218333
21-06-2016 01:00,83.3,70,1,60,3,0,0,31.81466667
21-06-2016 02:00,82,73,2,120,3,0,0,28.0141
21-06-2016 03:00,81.3,76,3,180,3,0,0,24.7843
21-06-2016 04:00,80.6,80,4,240,3,0,0,26.2625
21-06-2016 05:00,79.3,82,5,300,3,0,0,19.49115
21-06-2016 06:00,78.6,85,6,360,3,0,0,17.72048333
21-06-2016 07:00,77.9,86,7,420,3,0,0,21.74195
21-06-2016 08:00,78.6,80,8,480,3,0,0,18.96308333
21-06-2016 09:00,80.6,74,9,540,3,0,0,25.84391667
21-06-2016 10:00,83.5,61,10,600,3,0,0,32.19566667
21-06-2016 11:00,86.7,49,11,660,3,0,0,32.63898333
21-06-2016 12:00,89.8,43,12,720,3,0,0,38.42085
21-06-2016 13:00,90.5,41,13,780,3,0,0,37.59616667
21-06-2016 14:00,91.4,39,14,840,3,0,0,46.88713333
21-06-2016 15:00,93.6,36,15,900,3,0,0,55.62965
